src_lang,tgt_lang,item_id,item_type,system,src,ref,mt,user_id,raw_score,z_score
en,mt,102,TGT,google-translate,"Students can also submit questions to instructors at any time of day and expect reasonably quick responses, rather than waiting until the next face-to-face meeting.","L-istudenti jistgħu wkoll jibagħtu mistoqsijiet lill-għalliema fi kwalunkwe ħin tal-ġurnata u jistennew tweġibiet raġonevolment malajr, pjuttost milli jistennew sal-laqgħa wiċċ imb’ wiċċ li jmiss.","L-istudenti jistgħu wkoll jissottomettu mistoqsijiet lill-għalliema fi kwalunkwe ħin tal-ġurnata u jistennew tweġibiet raġonevolment rapidi, aktar milli jistennew sal-laqgħa wiċċ imb wiċċ li jmiss.",ea8f2069da,66,0.4575109346747404
en,mt,103,TGT,um-iwslt,So many of us find ourselves watching a television show that informs us of a process or experience in which we will never participate or apply that knowledge.,Ħafna minna nsibu lilna nfusna qed naraw programm televiżiv li jagħtina informazzjoni dwar proċess jew esperjenza li m'aħna se nipparteċipaw fihom qatt jew li qatt mhux se napplikaw dik l-informazzjoni.,għalhekk ħafna minnhom isibu f'moħħna wirja televiżiva li tinformana dwar proċess jew esperjenza fejn qatt ma nipparteċipaw jew napplikaw dak l-għarfien.,6b30bb2e20,82,0.40340566611860446
en,mt,104,TGT,google-translate,"As mentioned above, though the word ""Eskimo"" remains acceptable in the United States, it is considered pejorative by many non-U.S. Arctic peoples, especially in Canada.","Kif imsemmi hawn fuq, għalkemm il-kelma ""Eskimo"" għadha aċċettabbli fl-Istati Uniti, din hija meqjusa bħala mhux rispettuża minn ħafna popli tal-Artiku mhux tal-Istati Uniti, speċjalment fil-Kanada.","Kif imsemmi hawn fuq, għalkemm il-kelma ""Eskimo"" tibqa 'aċċettabbli fl-Istati Uniti, hija meqjusa pejorattiva minn ħafna popli tal-Artiku mhux tal-Istati Uniti, speċjalment fil-Kanada.",e18635d572,93,0.8748976536653604
en,mt,105,TGT,um-iwslt,"If you visit Greenland during cold seasons (considering that the further north you go, the colder it will be), it is essential to bring warm enough clothing.","Jekk iżżur Greenland matul l-istaġuni kesħin (meta tqis li iktar ma tersaq lejn it-Tramuntana, iktar ikun hemm kesħa), importanti li tieħu miegħek ħwejjeġ isaħħnu biżżejjed.","jekk iżżur il-Groenlandja waqt l-istaġuni kiesħa ( meta wieħed iqis li iktar' il quddiem it-Tramuntana, iktar ma tgħaddi l-istaġun, huwa essenzjali li jkun hemm ħtiġijiet sħan biżżejjed.",6b30bb2e20,21,-1.6972555464746173
en,mt,107,TGT,nllb,"The ""typical"" visit involves flying into Orlando International Airport, busing to an on-site Disney hotel, spending about a week without leaving Disney property, and returning home.","Iż-żjara ""tipika"" tinvolvi titjira sal-Ajruport Internazzjonali ta' Orlando, vjaġġ bix-xarabank għal-lukanda ta' Disney fuq il-post, tqatta' madwar ġimgħa mingħajr ma titlaq mill-proprjetà ta' Disney, u tirritorna d-dar.","Il- żjara ""tipiċi"" tinvolvi li wieħed jivvjaġġa fl- Ajruport Internazzjonali taʼ Orlando, jieħu l- karozza tal- bassin lejn hotel taʼ Disney, jgħaddi madwar ġimgħa mingħajr ma jitlaq mill- proprjetà taʼ Disney, u jirritorna d- dar.",2d3b2ae69a,100,0.9971130035584714
en,mt,107,TGT,nllb,"The ""typical"" visit involves flying into Orlando International Airport, busing to an on-site Disney hotel, spending about a week without leaving Disney property, and returning home.","Iż-żjara ""tipika"" tinvolvi titjira sal-Ajruport Internazzjonali ta' Orlando, vjaġġ bix-xarabank għal-lukanda ta' Disney fuq il-post, tqatta' madwar ġimgħa mingħajr ma titlaq mill-proprjetà ta' Disney, u tirritorna d-dar.","Il- żjara ""tipiċi"" tinvolvi li wieħed jivvjaġġa fl- Ajruport Internazzjonali taʼ Orlando, jieħu l- karozza tal- bassin lejn hotel taʼ Disney, jgħaddi madwar ġimgħa mingħajr ma jitlaq mill- proprjetà taʼ Disney, u jirritorna d- dar.",6c96c257a2,25,-0.9226474191271984
en,mt,107,TGT,um-iwslt,"The ""typical"" visit involves flying into Orlando International Airport, busing to an on-site Disney hotel, spending about a week without leaving Disney property, and returning home.","Iż-żjara ""tipika"" tinvolvi titjira sal-Ajruport Internazzjonali ta' Orlando, vjaġġ bix-xarabank għal-lukanda ta' Disney fuq il-post, tqatta' madwar ġimgħa mingħajr ma titlaq mill-proprjetà ta' Disney, u tirritorna d-dar.","iż-żjara"" atipika"" tinvolvi t-titjir lejn l-Ajruport Internazzjonali"", it-trasport bix-xarabank għall-ġnien fuq il-post, l-infiq madwar ġimgħa mingħajr ma titħalla l-proprjetà tal-ġnien, u r-ritorn lejn id-dar.",63d6765581,51,-1.5946410954900079
en,mt,108,TGT,um-iwslt,"The town lies immediately next to the falls, and they are the major attraction, but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.","Il-belt tinsab immedjatament ħdejn il-kaskati, u huma l-attrazzjoni ewlenija, imma din id-destinazzjoni turistika popolari toffri ħafna opportunitajiet għal soġġorn itwal kemm lil dawk li jfittxu l-avventuri kif ukoll lil dawk li jħobbu jaraw il-veduti u l-postijiet ta' interess.","il-belt tinsab immedjatament ħdejn il-waqgħa, u huma l-akbar attrazzjoni, iżda din id-destinazzjoni turistika popolari toffri kemm lil dawk li qed ifittxu l-belt kif ukoll lil dawk li qed ifittxu l-belt l-opportunitajiet għal waqfa itwal.",4ea62f6070,34,-1.3576730171164202
en,mt,108,TGT,um-iwslt,"The town lies immediately next to the falls, and they are the major attraction, but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.","Il-belt tinsab immedjatament ħdejn il-kaskati, u huma l-attrazzjoni ewlenija, imma din id-destinazzjoni turistika popolari toffri ħafna opportunitajiet għal soġġorn itwal kemm lil dawk li jfittxu l-avventuri kif ukoll lil dawk li jħobbu jaraw il-veduti u l-postijiet ta' interess.","il-belt tinsab immedjatament ħdejn il-waqgħa, u huma l-akbar attrazzjoni, iżda din id-destinazzjoni turistika popolari toffri kemm lil dawk li qed ifittxu l-belt kif ukoll lil dawk li qed ifittxu l-belt l-opportunitajiet għal waqfa itwal.",568095ee7b,44,-0.44017484094255993
en,mt,108,TGT,um-iwslt,"The town lies immediately next to the falls, and they are the major attraction, but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.","Il-belt tinsab immedjatament ħdejn il-kaskati, u huma l-attrazzjoni ewlenija, imma din id-destinazzjoni turistika popolari toffri ħafna opportunitajiet għal soġġorn itwal kemm lil dawk li jfittxu l-avventuri kif ukoll lil dawk li jħobbu jaraw il-veduti u l-postijiet ta' interess.","il-belt tinsab immedjatament ħdejn il-waqgħa, u huma l-akbar attrazzjoni, iżda din id-destinazzjoni turistika popolari toffri kemm lil dawk li qed ifittxu l-belt kif ukoll lil dawk li qed ifittxu l-belt l-opportunitajiet għal waqfa itwal.",518d20bb0d,60,-0.6770276034934981
en,mt,108,TGT,google-translate,"The town lies immediately next to the falls, and they are the major attraction, but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.","Il-belt tinsab immedjatament ħdejn il-kaskati, u huma l-attrazzjoni ewlenija, imma din id-destinazzjoni turistika popolari toffri ħafna opportunitajiet għal soġġorn itwal kemm lil dawk li jfittxu l-avventuri kif ukoll lil dawk li jħobbu jaraw il-veduti u l-postijiet ta' interess.","Il-belt tinsab immedjatament ħdejn il-waqgħat, u huma l-attrazzjoni ewlenija, iżda din id-destinazzjoni turistika popolari toffri kemm lil dawk li jfittxu l-avventura kif ukoll lil dawk li jżuru ħafna opportunitajiet għal waqfa itwal.",c51782206b,90,0.48736330991668975
en,mt,108,TGT,google-translate,"The town lies immediately next to the falls, and they are the major attraction, but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.","Il-belt tinsab immedjatament ħdejn il-kaskati, u huma l-attrazzjoni ewlenija, imma din id-destinazzjoni turistika popolari toffri ħafna opportunitajiet għal soġġorn itwal kemm lil dawk li jfittxu l-avventuri kif ukoll lil dawk li jħobbu jaraw il-veduti u l-postijiet ta' interess.","Il-belt tinsab immedjatament ħdejn il-waqgħat, u huma l-attrazzjoni ewlenija, iżda din id-destinazzjoni turistika popolari toffri kemm lil dawk li jfittxu l-avventura kif ukoll lil dawk li jżuru ħafna opportunitajiet għal waqfa itwal.",e36198d543,90,0.46308023115370134
en,mt,108,TGT,google-translate,"The town lies immediately next to the falls, and they are the major attraction, but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.","Il-belt tinsab immedjatament ħdejn il-kaskati, u huma l-attrazzjoni ewlenija, imma din id-destinazzjoni turistika popolari toffri ħafna opportunitajiet għal soġġorn itwal kemm lil dawk li jfittxu l-avventuri kif ukoll lil dawk li jħobbu jaraw il-veduti u l-postijiet ta' interess.","Il-belt tinsab immedjatament ħdejn il-waqgħat, u huma l-attrazzjoni ewlenija, iżda din id-destinazzjoni turistika popolari toffri kemm lil dawk li jfittxu l-avventura kif ukoll lil dawk li jżuru ħafna opportunitajiet għal waqfa itwal.",b83d2ba4a7,91,0.6652229509740989
en,mt,109,TGT,um-iwslt,"Compared to most of the other royal tombs, however, the tomb of Tutankhamun is barely worth visiting, being much smaller and with limited decoration.","Meta mqabbel mal-maġġor parti tal-oqbra rjali l-oħra, madankollu, il-qabar ta’ Tutankhamun kważi qas jiswa l-isforz biex iżżuru, minħabba li huwa ħafna iżgħar u mhux dekorat wisq.","Madankollu, meta mqabbla mal-biċċa l-kbira tal-ġugarelli l-oħra, il-ġuf ta' Tutankhamun huwa ta' valur kunċettwali, minħabba li huwa ħafna iżgħar u b'dekorazzjoni limitata.",63d6765581,20,-2.979897771716316
en,mt,109,TGT,nllb,"Compared to most of the other royal tombs, however, the tomb of Tutankhamun is barely worth visiting, being much smaller and with limited decoration.","Meta mqabbel mal-maġġor parti tal-oqbra rjali l-oħra, madankollu, il-qabar ta’ Tutankhamun kważi qas jiswa l-isforz biex iżżuru, minħabba li huwa ħafna iżgħar u mhux dekorat wisq.","Madankollu, meta mqabbel mal- biċċa l- kbira tat- tombli rjali l- oħra, il- qabar taʼ Tutankhamun bilkemm jiswew li wieħed iżur, għax huwa ħafna iżgħar u b'decor limitat.",22c30fb9d3,22,-0.527694982157277
en,mt,109,TGT,nllb,"Compared to most of the other royal tombs, however, the tomb of Tutankhamun is barely worth visiting, being much smaller and with limited decoration.","Meta mqabbel mal-maġġor parti tal-oqbra rjali l-oħra, madankollu, il-qabar ta’ Tutankhamun kważi qas jiswa l-isforz biex iżżuru, minħabba li huwa ħafna iżgħar u mhux dekorat wisq.","Madankollu, meta mqabbel mal- biċċa l- kbira tat- tombli rjali l- oħra, il- qabar taʼ Tutankhamun bilkemm jiswew li wieħed iżur, għax huwa ħafna iżgħar u b'decor limitat.",6b353acb1e,48,-0.4191345324824359
en,mt,109,TGT,nllb,"Compared to most of the other royal tombs, however, the tomb of Tutankhamun is barely worth visiting, being much smaller and with limited decoration.","Meta mqabbel mal-maġġor parti tal-oqbra rjali l-oħra, madankollu, il-qabar ta’ Tutankhamun kważi qas jiswa l-isforz biex iżżuru, minħabba li huwa ħafna iżgħar u mhux dekorat wisq.","Madankollu, meta mqabbel mal- biċċa l- kbira tat- tombli rjali l- oħra, il- qabar taʼ Tutankhamun bilkemm jiswew li wieħed iżur, għax huwa ħafna iżgħar u b'decor limitat.",389e0f80e0,95,0.9611080924839595
en,mt,109,TGT,google-translate,"Compared to most of the other royal tombs, however, the tomb of Tutankhamun is barely worth visiting, being much smaller and with limited decoration.","Meta mqabbel mal-maġġor parti tal-oqbra rjali l-oħra, madankollu, il-qabar ta’ Tutankhamun kważi qas jiswa l-isforz biex iżżuru, minħabba li huwa ħafna iżgħar u mhux dekorat wisq.","Meta mqabbel mal-biċċa l-kbira tal-oqbra rjali l-oħra, madankollu, il-qabar ta 'Tutankhamon bilkemm huwa ta' min iżur, huwa ħafna iżgħar u b'dekorazzjoni limitata.",6b30bb2e20,99,0.9888358401199941
en,mt,10,TGT,nllb,"Marine ecosystems perform a number of key environmental functions — they regulate the climate, prevent erosion, accumulate and distribute solar energy, absorb carbon dioxide, and maintain biological control.","L-ekosistemi talbaħar għandhom għadd ta’ funzjonijiet ambjentali – huma jirregolaw il-klima, jipprevjenu l-erożjoni, jakkumulaw u jqassmu l-enerġija solari, jassorbu d-dijossidu tal-karbonju, u jżommu l-kontroll bijoloġiku.","L-ekosistemi tal-baħar iwettqu għadd ta' funzjonijiet ambjentali ewlenin  jirregolaw il-klima, jipprevjenu l-erożjoni, jakkumulaw u jiddistribwixxu l-enerġija solari, jassorbu d-dijossidu talkarbonju, u jżommu kontroll bijoloġiku.",4ea62f6070,98,1.1024366401726768
en,mt,110,TGT,google-translate,Anyone interested in seeing evidence of the damage to the mummy done during attempts to remove it from the coffin will be disappointed as only the head and shoulders are visible.,Kull min huwa interessat li jara l-evidenza tal-ħsara li saret lill-mumja meta ppruvaw ineħħuha mit-tebut se jkun iddiżappuntat għax ir-ras u l-ispallejn biss huma viżibbli.,Kull min hu interessat li jara evidenza tal-ħsara li saret lill-mummy waqt tentattivi biex titneħħa mit-tebut se jkun diżappuntat peress li r-ras u l-ispallejn biss huma viżibbli.,63d6765581,99,0.5502724676991142
en,mt,111,TGT,nllb,"The city is holy to the three monotheistic religions - Judaism, Christianity and Islam, and serves as a spiritual, religious, and cultural center.","Il-belt hija sagra għat-tliet reliġjonijiet monoteistiċi - il-Ġudaiżmu, il-Kristjaneżmu u l-Islam, u sservi bħala ċentru spiritwali, reliġjuż u kulturali.","Il- belt hi qaddisa għat- tliet reliġjonijiet monoteisti - il- Ġudaiżmu, il- Kristjanità u l- Islam, u sservi bħala ċentru spiritwali, reliġjuż, u kulturali.",219dc550cd,89,1.4262570787066513
en,mt,111,TGT,nllb,"The city is holy to the three monotheistic religions - Judaism, Christianity and Islam, and serves as a spiritual, religious, and cultural center.","Il-belt hija sagra għat-tliet reliġjonijiet monoteistiċi - il-Ġudaiżmu, il-Kristjaneżmu u l-Islam, u sservi bħala ċentru spiritwali, reliġjuż u kulturali.","Il- belt hi qaddisa għat- tliet reliġjonijiet monoteisti - il- Ġudaiżmu, il- Kristjanità u l- Islam, u sservi bħala ċentru spiritwali, reliġjuż, u kulturali.",aad8f3547c,99,1.0940596232787518
en,mt,114,TGT,google-translate,"Tours are cheaper for larger groups, so if you're by yourself or with just one friend, try to meet other people and form a group of four to six for a better per-person rate.","Il-vjaġġi huma orħos għal gruppi aktar kbar, għalhekk jekk inti waħdek jew ma' ħabib wieħed biss, ipprova ltaqa' ma' nies oħra u fforma grupp ta' minn erba' sa sitta għal rata aħjar kull persuna.","It-tours huma orħos għal gruppi akbar, allura jekk int waħdek jew ma 'ħabib wieħed biss, ipprova tiltaqa' ma' nies oħra u ifforma grupp ta' erba' sa sitta għal rata aħjar għal kull persuna.",e18635d572,95,0.9221894187283529
en,mt,115,TGT,nllb,Setting up a tent on private property or in a town of any size can easily attract unwanted attention.,It-twaqqif ta’ tinda fuq proprjetà privata jew f’belt ta’ kwalunkwe daqs jista’ faċilment jiġbed attenzjoni mhux mixtieqa.,Jekk tinstalla ħanut privat jew f'belt taʼ kwalunkwe daqs tistaʼ faċilment tikkawża attenzjoni mhux mixtieqa.,4ea62f6070,23,-1.7805043644629839
en,mt,115,TGT,google-translate,Setting up a tent on private property or in a town of any size can easily attract unwanted attention.,It-twaqqif ta’ tinda fuq proprjetà privata jew f’belt ta’ kwalunkwe daqs jista’ faċilment jiġbed attenzjoni mhux mixtieqa.,It-twaqqif ta 'tinda fuq proprjetà privata jew f'belt ta' kull daqs jista 'faċilment tattira attenzjoni mhux mixtieqa.,2a93003759,50,-0.11862216315289983
en,mt,115,TGT,google-translate,Setting up a tent on private property or in a town of any size can easily attract unwanted attention.,It-twaqqif ta’ tinda fuq proprjetà privata jew f’belt ta’ kwalunkwe daqs jista’ faċilment jiġbed attenzjoni mhux mixtieqa.,It-twaqqif ta 'tinda fuq proprjetà privata jew f'belt ta' kull daqs jista 'faċilment tattira attenzjoni mhux mixtieqa.,9913cdf871,75,1.1740307722229053
en,mt,116,TGT,google-translate,Hostels cater primarily to young people – a typical guest is in their twenties – but you can often find older travellers there too.,"Il-ħostels, primarjament, huma maħsubin għaż-żgħażagħ – viżitatur tipiku jkun fl-għoxrinijiet – imma ħafna drabi tista’ ssib vjaġġaturi ikbar fl-età ukoll.",Il-ħostels jilqgħu primarjament għaż-żgħażagħ – mistieden tipiku għandu għoxrin sena – iżda spiss tista’ ssib vjaġġaturi anzjani hemmhekk ukoll.,6b353acb1e,91,1.0442539847746157
en,mt,117,TGT,google-translate,"The city of Beijing in China will be the host city of the Olympic Winter Games in 2022, which will make it the first city to have hosted both the summer and winter Olympics.","Il-belt ta’ Beijing fiċ-Ċina se tkun il-belt li tospita l-Logħob Olimpiku tax-Xitwa fl-2022, li se jagħmilha l-ewwel belt li ospitat kemm l-Olimpjadi tas-sajf kif ukoll dawk tax-xitwa.","Il-belt ta’ Beijing fiċ-Ċina se tkun il-belt ospitanti tal-Logħob Olimpiku tax-Xitwa fl-2022, li se tagħmilha l-ewwel belt li ospitat kemm l-Olimpjadi tas-sajf kif ukoll tax-xitwa.",4ea62f6070,99,1.1408758535678192
en,mt,118,TGT,google-translate,"Wildlife is among the most challenging motifs for a photographer, and needs a combination of good luck, patience, experience and good equipment.","Il-ħlejjaq selvaġġi huma fost il-motifi li joffru l-akbar sfida lill-fotografu, u teħtieġ taħlita ta' xorti tajba, paċenzja, esperjenza u tagħmir tajjeb.","Il-ħajja selvaġġa hija fost l-aktar motivi ta’ sfida għal fotografu, u teħtieġ taħlita ta’ xorti tajba, paċenzja, esperjenza u tagħmir tajjeb.",518d20bb0d,100,1.393880360133672
en,mt,118,TGT,um-iwslt,"Wildlife is among the most challenging motifs for a photographer, and needs a combination of good luck, patience, experience and good equipment.","Il-ħlejjaq selvaġġi huma fost il-motifi li joffru l-akbar sfida lill-fotografu, u teħtieġ taħlita ta' xorti tajba, paċenzja, esperjenza u tagħmir tajjeb.","l-annimali selvaġġi huma fost l-aktar nies li jikkontestawhom għal ritratt, u għandhom bżonn ta' taħlita ta' għarfien, esperjenza u tagħmir tajjeb.",63d6765581,68,-0.8349842085271939
en,mt,118,TGT,google-translate,"Wildlife is among the most challenging motifs for a photographer, and needs a combination of good luck, patience, experience and good equipment.","Il-ħlejjaq selvaġġi huma fost il-motifi li joffru l-akbar sfida lill-fotografu, u teħtieġ taħlita ta' xorti tajba, paċenzja, esperjenza u tagħmir tajjeb.","Il-ħajja selvaġġa hija fost l-aktar motivi ta’ sfida għal fotografu, u teħtieġ taħlita ta’ xorti tajba, paċenzja, esperjenza u tagħmir tajjeb.",4ea62f6070,72,0.10301709189898121
en,mt,118,TGT,google-translate,"Wildlife is among the most challenging motifs for a photographer, and needs a combination of good luck, patience, experience and good equipment.","Il-ħlejjaq selvaġġi huma fost il-motifi li joffru l-akbar sfida lill-fotografu, u teħtieġ taħlita ta' xorti tajba, paċenzja, esperjenza u tagħmir tajjeb.","Il-ħajja selvaġġa hija fost l-aktar motivi ta’ sfida għal fotografu, u teħtieġ taħlita ta’ xorti tajba, paċenzja, esperjenza u tagħmir tajjeb.",568095ee7b,80,0.6746398315953808
en,mt,119,TGT,um-iwslt,"The world has over 5,000 different languages, including more than twenty with 50 million or more speakers.","Id-dinja għandha aktar minn 5,000 lingwi differenti, inklużi iktar minn għoxrin b'50 miljun persuni li jitkellmuhom jew iktar.","id-dinja għandha iktar minn 5,000 lingwa differenti, inklużi iktar minn għoxrin b'50 miljun jew iktar taħdidiet.",fd1dac4e0a,18,-0.7506017352140004
en,mt,11,TGT,nllb,"Whether we live in cities or in the countryside, most of us go in search of nature at one time or another to admire its beautiful scenery, to walk, swim, fish, relax, explore or simply enjoy the fresh air and listen to the bird song.","Kemm jekk aħna ngħixu fil-bliet u kemm jekk ngħixu l-kampanja, ħafna minna f’mument jew ieħor, noħorġu l-kampanja nfittxu n-natura biex nammiraw il-pajsaġġ sabiħ, biex nimxu, biex ngħumu, biex nistgħadu, biex nirrilassaw, biex nesploraw jew sempliċement biex ingawdu l-arja friska u nisimgħu l-għana tal-għasafar.","Kemm jekk ngħixu fil- bliet jew fl- irħula, il- biċċa l- kbira minna f'xi żmien jew ieħor immorru nfittxu n- natura biex nammur l- ġeni tagħha, biex nimxu, nilgħab, nħadmu, nżidu, niffrankaw ruħna, niskopru jew sempliċement nigawdu l- arja friska u nisimgħu l- għanja tat- tifel.",6b353acb1e,36,-0.8275220256704503
en,mt,11,TGT,um-iwslt,"Whether we live in cities or in the countryside, most of us go in search of nature at one time or another to admire its beautiful scenery, to walk, swim, fish, relax, explore or simply enjoy the fresh air and listen to the bird song.","Kemm jekk aħna ngħixu fil-bliet u kemm jekk ngħixu l-kampanja, ħafna minna f’mument jew ieħor, noħorġu l-kampanja nfittxu n-natura biex nammiraw il-pajsaġġ sabiħ, biex nimxu, biex ngħumu, biex nistgħadu, biex nirrilassaw, biex nesploraw jew sempliċement biex ingawdu l-arja friska u nisimgħu l-għana tal-għasafar.","il-biċċa l-kbira tagħna ngħixu fil-bliet jew fil-kampanja biex infittxu n-natura f'ħin wieħed jew ieħor biex niċċelebraw ix-xena ta' l-għasfur, biex nirringrazzjaw, nivvjaġġaw, nivvjaġġaw, nesstu jew sempliċiment infittxu l-arja friska u nisma' l-għasfur.",219dc550cd,37,-0.412553700452337
en,mt,11,TGT,nllb,"Whether we live in cities or in the countryside, most of us go in search of nature at one time or another to admire its beautiful scenery, to walk, swim, fish, relax, explore or simply enjoy the fresh air and listen to the bird song.","Kemm jekk aħna ngħixu fil-bliet u kemm jekk ngħixu l-kampanja, ħafna minna f’mument jew ieħor, noħorġu l-kampanja nfittxu n-natura biex nammiraw il-pajsaġġ sabiħ, biex nimxu, biex ngħumu, biex nistgħadu, biex nirrilassaw, biex nesploraw jew sempliċement biex ingawdu l-arja friska u nisimgħu l-għana tal-għasafar.","Kemm jekk ngħixu fil- bliet jew fl- irħula, il- biċċa l- kbira minna f'xi żmien jew ieħor immorru nfittxu n- natura biex nammur l- ġeni tagħha, biex nimxu, nilgħab, nħadmu, nżidu, niffrankaw ruħna, niskopru jew sempliċement nigawdu l- arja friska u nisimgħu l- għanja tat- tifel.",22c30fb9d3,50,0.37766405585765894
